,Dataset Name,"Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three Solution Time"
0,ER_700_800_0.05_15,93,30.012310028076172
1,ER_700_800_0.05_23,94,30.059089183807373
2,ER_700_800_0.05_2,95,30.03243398666382
3,ER_700_800_0.05_22,93,30.046950817108154
4,ER_700_800_0.05_3,95,30.020226001739502
5,ER_700_800_0.05_14,93,30.035152912139893
6,ER_700_800_0.05_1,95,30.06925392150879
7,ER_700_800_0.05_20,90,30.034886837005615
8,ER_700_800_0.05_30,97,30.029653072357178
9,ER_700_800_0.05_29,93,30.014368057250977
10,ER_700_800_0.05_8,93,30.037711143493652
11,ER_700_800_0.05_16,90,30.01247787475586
12,ER_700_800_0.05_28,95,30.024127960205078
13,ER_700_800_0.05_9,92,30.02847385406494
14,ER_700_800_0.05_17,92,30.025080919265747
15,ER_700_800_0.05_0,99,30.02757215499878
16,ER_700_800_0.05_31,96,30.027236938476562
17,ER_700_800_0.05_21,98,30.01361107826233
18,ER_700_800_0.05_5,96,30.026603937149048
19,ER_700_800_0.05_24,92,30.008597135543823
20,ER_700_800_0.05_12,92,30.031639099121094
21,ER_700_800_0.05_13,91,30.02077889442444
22,ER_700_800_0.05_4,96,30.032644987106323
23,ER_700_800_0.05_25,95,30.018290042877197
24,ER_700_800_0.05_11,91,30.012574911117554
25,ER_700_800_0.05_18,96,30.03354501724243
26,ER_700_800_0.05_27,91,30.01498508453369
27,ER_700_800_0.05_6,98,30.014647006988525
28,ER_700_800_0.05_19,92,30.016765117645264
29,ER_700_800_0.05_26,92,30.020763874053955
30,ER_700_800_0.05_7,95,30.016170024871826
31,ER_700_800_0.05_10,95,30.050374031066895
32,ER_700_800_0.1_1,57,30.014403820037842
33,ER_700_800_0.1_12,53,30.024975061416626
34,ER_700_800_0.1_8,57,30.02545690536499
35,ER_700_800_0.1_24,54,30.024974822998047
36,ER_700_800_0.1_9,56,30.014241933822632
37,ER_700_800_0.1_25,57,30.030081033706665
38,ER_700_800_0.1_0,55,30.030375003814697
39,ER_700_800_0.1_13,52,30.058060884475708
40,ER_700_800_0.1_27,55,30.023003101348877
41,ER_700_800_0.1_18,55,30.028029918670654
42,ER_700_800_0.1_2,52,30.015226125717163
43,ER_700_800_0.1_11,56,30.119250059127808
44,ER_700_800_0.1_3,53,30.021214962005615
45,ER_700_800_0.1_10,54,30.029348850250244
46,ER_700_800_0.1_26,54,30.03170394897461
47,ER_700_800_0.1_19,53,30.039045810699463
48,ER_700_800_0.1_23,56,30.02372121810913
49,ER_700_800_0.1_15,55,30.116374969482422
50,ER_700_800_0.1_6,54,30.022943019866943
51,ER_700_800_0.1_14,53,30.020143032073975
52,ER_700_800_0.1_7,54,30.02161192893982
53,ER_700_800_0.1_22,53,30.003865003585815
54,ER_700_800_0.1_16,59,30.012065887451172
55,ER_700_800_0.1_29,56,30.002863883972168
56,ER_700_800_0.1_5,58,30.026515007019043
57,ER_700_800_0.1_20,54,30.091336011886597
58,ER_700_800_0.1_30,57,30.018921852111816
59,ER_700_800_0.1_31,55,30.023169994354248
60,ER_700_800_0.1_21,55,30.01970601081848
61,ER_700_800_0.1_17,55,30.009623050689697
62,ER_700_800_0.1_28,53,30.02636194229126
63,ER_700_800_0.1_4,56,30.017712116241455
64,ER_700_800_0.15_25,39,30.0058171749115
65,ER_700_800_0.15_13,38,30.003183126449585
66,ER_700_800_0.15_4,39,30.376662969589233
67,ER_700_800_0.15_12,41,30.04240584373474
68,ER_700_800_0.15_5,40,30.00315284729004
69,ER_700_800_0.15_24,38,30.004786014556885
70,ER_700_800_0.15_7,38,30.006525993347168
71,ER_700_800_0.15_10,39,30.005775928497314
72,ER_700_800_0.15_26,40,30.005576133728027
73,ER_700_800_0.15_19,38,30.00289011001587
74,ER_700_800_0.15_27,39,30.004422903060913
75,ER_700_800_0.15_18,42,30.00419521331787
76,ER_700_800_0.15_6,39,30.006237030029297
77,ER_700_800_0.15_11,41,30.004252910614014
78,ER_700_800_0.15_3,40,30.004975080490112
79,ER_700_800_0.15_14,39,30.019587993621826
80,ER_700_800_0.15_22,39,30.005813121795654
81,ER_700_800_0.15_23,40,30.004060983657837
82,ER_700_800_0.15_2,38,30.00392985343933
83,ER_700_800_0.15_15,39,30.005003929138184
84,ER_700_800_0.15_9,39,30.023756980895996
85,ER_700_800_0.15_21,40,30.00305700302124
86,ER_700_800_0.15_31,39,30.020110845565796
87,ER_700_800_0.15_17,40,30.004678964614868
88,ER_700_800_0.15_0,39,30.01882290840149
89,ER_700_800_0.15_28,40,30.01919388771057
90,ER_700_800_0.15_16,41,30.006819009780884
91,ER_700_800_0.15_1,38,30.008763074874878
92,ER_700_800_0.15_29,38,30.026678800582886
93,ER_700_800_0.15_8,40,30.002735137939453
94,ER_700_800_0.15_30,39,30.019078016281128
95,ER_700_800_0.15_20,40,30.249861001968384
96,ER_700_800_0.2_31,32,30.02470898628235
97,ER_700_800_0.2_21,33,30.580809116363525
98,ER_700_800_0.2_5,31,30.217615842819214
99,ER_700_800_0.2_28,31,30.233870029449463
100,ER_700_800_0.2_17,30,30.685688018798828
101,ER_700_800_0.2_29,29,30.02120804786682
102,ER_700_800_0.2_16,30,30.019232988357544
103,ER_700_800_0.2_20,30,30.239176034927368
104,ER_700_800_0.2_30,30,30.661311864852905
105,ER_700_800_0.2_4,32,30.409711122512817
106,ER_700_800_0.2_14,32,30.176419019699097
107,ER_700_800_0.2_6,31,30.48898983001709
108,ER_700_800_0.2_22,30,30.64994502067566
109,ER_700_800_0.2_7,30,30.037396907806396
110,ER_700_800_0.2_23,30,30.023412942886353
111,ER_700_800_0.2_15,33,30.316580057144165
112,ER_700_800_0.2_10,31,30.177029132843018
113,ER_700_800_0.2_19,30,30.344058990478516
114,ER_700_800_0.2_26,30,30.37463617324829
115,ER_700_800_0.2_2,31,30.026798963546753
116,ER_700_800_0.2_18,32,30.02565312385559
117,ER_700_800_0.2_27,33,30.2721848487854
118,ER_700_800_0.2_3,31,30.67362403869629
119,ER_700_800_0.2_11,31,30.480921030044556
120,ER_700_800_0.2_1,31,30.02631187438965
121,ER_700_800_0.2_25,32,30.721271991729736
122,ER_700_800_0.2_13,29,30.024082899093628
123,ER_700_800_0.2_8,31,30.007495880126953
124,ER_700_800_0.2_12,30,30.576781034469604
125,ER_700_800_0.2_9,30,30.631778955459595
126,ER_700_800_0.2_0,30,30.466607093811035
127,ER_700_800_0.2_24,29,30.02801203727722
