,Dataset Name,"Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 450 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 2250 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 4500 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 6750 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 9000 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 11250 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 13500 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 15750 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 18000 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 20250 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 22500 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 450 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 2250 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 4500 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 6750 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 9000 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 11250 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 13500 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 15750 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 18000 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 20250 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 22500 with random sample rate of 0.15 Solution Time"
83,ER_700_800_0.15_15,40,39,41,40,40,40,40,39,40,42,41,30.008667945861816,30.034069776535034,30.027177810668945,30.031066179275513,30.028407096862793,30.03275489807129,30.025150060653687,30.032375812530518,30.042691946029663,30.03225302696228,30.03778886795044
84,ER_700_800_0.15_9,41,40,41,41,41,41,41,39,41,41,40,30.07682991027832,30.275182962417603,30.060086011886597,30.085909128189087,30.024443864822388,30.16458010673523,30.26728081703186,30.10865592956543,30.054873943328857,30.297681093215942,30.24898886680603
85,ER_700_800_0.15_21,40,40,41,40,39,41,41,40,40,41,41,30.026814937591553,30.21852397918701,30.145748138427734,30.117809057235718,30.29480791091919,30.177667140960693,30.18561100959778,30.08522391319275,30.136387825012207,30.03139090538025,30.095646142959595
86,ER_700_800_0.15_31,41,41,41,41,43,42,42,41,42,42,39,30.436280012130737,30.14856195449829,30.195374011993408,30.268187999725342,30.369508981704712,30.221575021743774,30.0517737865448,30.359559059143066,30.327780961990356,30.547580003738403,30.235934019088745
87,ER_700_800_0.15_17,40,38,40,40,39,40,42,40,41,42,41,30.265655994415283,30.121755123138428,30.289127111434937,30.38994002342224,30.34594702720642,30.389681100845337,30.329890966415405,30.22763705253601,30.279992818832397,30.271148920059204,30.28998303413391
88,ER_700_800_0.15_0,41,42,40,40,40,40,41,39,39,40,40,30.356525897979736,30.054755210876465,30.248651027679443,30.343043088912964,30.260643005371094,30.477837085723877,30.09217095375061,30.266479015350342,30.39553189277649,30.47466516494751,30.2328360080719
89,ER_700_800_0.15_28,37,42,40,40,41,40,40,42,41,41,40,30.454530954360962,30.127618074417114,30.12504506111145,30.201499938964844,30.390565872192383,30.346659898757935,30.148507833480835,30.443635940551758,30.64590620994568,30.451508045196533,30.5075261592865
90,ER_700_800_0.15_16,40,41,41,40,40,43,42,41,41,41,42,30.414505004882812,30.220885038375854,30.398802042007446,30.40535593032837,30.41984510421753,30.252552032470703,30.385542154312134,30.494447946548462,30.389707803726196,30.227411031723022,30.391817092895508
91,ER_700_800_0.15_1,40,41,40,40,39,41,39,40,39,40,39,30.331584930419922,30.21393895149231,30.377580881118774,30.17335295677185,30.401632070541382,30.161305904388428,30.488110065460205,30.49677300453186,30.43111491203308,30.448877096176147,30.383660078048706
92,ER_700_800_0.15_29,41,39,40,41,42,42,42,40,40,40,41,30.47882604598999,30.496499061584473,30.555487155914307,30.161802053451538,30.224361896514893,30.043581008911133,30.483447074890137,30.460958003997803,30.431754112243652,30.585592031478882,30.430518865585327
93,ER_700_800_0.15_8,42,40,40,40,41,42,41,40,39,41,39,30.466830015182495,30.744122982025146,30.742486000061035,30.61509108543396,30.64242196083069,30.689350128173828,30.596629858016968,30.84679079055786,30.52803897857666,30.62724995613098,30.340467929840088
94,ER_700_800_0.15_30,39,41,39,40,39,38,37,37,42,37,40,30.717048168182373,30.338993072509766,30.62066102027893,30.434566020965576,30.61077117919922,30.495687007904053,30.627747058868408,30.62832999229431,31.019150018692017,30.2702898979187,30.56075692176819
95,ER_700_800_0.15_20,39,40,38,38,40,42,41,40,38,39,39,30.821202993392944,30.47628688812256,30.711464166641235,30.777379989624023,31.06217908859253,30.58140802383423,30.64619493484497,30.906459093093872,31.041690826416016,30.498385906219482,30.209367036819458
96,ER_700_800_0.2_31,32,29,32,31,29,31,30,31,29,30,29,30.547175884246826,30.877052783966064,30.71760320663452,30.79851007461548,30.45228886604309,30.57770299911499,30.632283926010132,30.88943600654602,30.41640019416809,31.393323183059692,30.772910833358765
97,ER_700_800_0.2_21,32,31,29,30,32,32,28,33,30,31,32,30.8628830909729,30.822470903396606,30.594457149505615,30.740485906600952,31.030800819396973,30.56853413581848,30.74532389640808,31.382132053375244,30.650818824768066,30.728250980377197,30.395489931106567
98,ER_700_800_0.2_5,27,31,31,29,30,31,30,31,31,27,32,30.343929052352905,31.05038809776306,30.99783706665039,30.46755814552307,30.412872076034546,30.70882821083069,30.981702089309692,30.81949806213379,30.537424087524414,30.316715955734253,31.11020803451538
99,ER_700_800_0.2_28,33,27,31,28,30,31,30,31,31,32,31,31.5497407913208,30.62053608894348,31.275730848312378,30.67850399017334,30.977555990219116,30.92332100868225,30.9932918548584,30.8163800239563,30.803145170211792,30.92750597000122,30.86850619316101
100,ER_700_800_0.2_17,30,30,32,32,31,31,31,32,31,30,31,30.604321002960205,30.946367979049683,31.002784967422485,30.772489070892334,31.099875926971436,31.11252212524414,30.76758885383606,31.297490119934082,31.16556715965271,30.75883412361145,30.819397926330566
101,ER_700_800_0.2_29,28,30,32,28,28,27,27,30,27,30,30,30.931758880615234,30.779632806777954,31.35221815109253,30.47417902946472,30.15012001991272,30.807615041732788,30.602694034576416,31.064476013183594,30.480539083480835,30.980364084243774,30.57054591178894
102,ER_700_800_0.2_16,31,31,29,30,33,32,31,32,30,33,30,30.693984985351562,30.227417945861816,30.978266954421997,30.808516025543213,30.261540174484253,30.53650403022766,30.46008586883545,30.335506916046143,31.044255018234253,30.486005067825317,30.23747992515564
103,ER_700_800_0.2_20,30,32,33,30,29,31,30,30,31,31,31,30.941511869430542,30.98566508293152,30.510424852371216,30.619529962539673,30.89677095413208,30.352275133132935,30.429959058761597,30.726693153381348,30.324443101882935,30.951239109039307,30.511203050613403
104,ER_700_800_0.2_30,32,33,31,32,30,31,32,32,31,32,31,30.602497100830078,30.892661809921265,30.53212881088257,30.74153208732605,30.47486901283264,30.55640196800232,30.671409130096436,30.395684957504272,31.015506982803345,30.572846174240112,30.648968935012817
105,ER_700_800_0.2_4,32,31,33,29,33,30,33,29,31,32,30,30.680600881576538,30.531713008880615,30.52013897895813,30.332126140594482,30.40860104560852,30.75083899497986,30.903820991516113,30.706321954727173,30.426033973693848,30.724475145339966,31.150788068771362
106,ER_700_800_0.2_14,31,31,30,31,32,32,32,32,32,30,32,30.856293201446533,30.884509086608887,30.845544815063477,30.504045963287354,30.615185022354126,30.60455012321472,30.63863492012024,30.66260004043579,30.54752516746521,30.525084018707275,30.675095081329346
107,ER_700_800_0.2_6,32,32,31,31,30,29,32,29,30,30,31,30.74801206588745,30.624541997909546,30.479570865631104,30.620529890060425,30.51027488708496,30.474425077438354,30.558016061782837,30.71944308280945,30.559436798095703,30.350768089294434,30.484575986862183
108,ER_700_800_0.2_22,32,30,31,32,31,29,31,33,31,31,28,30.55804991722107,30.598095893859863,30.64969301223755,30.925477027893066,30.34446096420288,30.443722009658813,30.561628818511963,30.650671005249023,30.587769985198975,30.472874879837036,30.565626859664917
109,ER_700_800_0.2_7,31,31,31,32,33,31,32,30,32,33,32,30.25485396385193,30.52084493637085,30.564968824386597,30.63790988922119,30.71774387359619,30.454341888427734,30.730509042739868,30.502623081207275,30.602679014205933,30.560585021972656,30.539018154144287
110,ER_700_800_0.2_23,31,31,31,32,31,31,31,31,31,30,31,30.73702311515808,30.782749891281128,30.677573919296265,30.706253051757812,30.81778597831726,30.35436987876892,30.732452154159546,30.707776069641113,30.855422973632812,30.678768157958984,30.717983961105347
111,ER_700_800_0.2_15,31,30,28,32,29,29,32,30,29,31,28,30.741525173187256,30.653050184249878,30.467849016189575,31.079859018325806,30.626700162887573,30.572570085525513,31.189409971237183,31.01053285598755,30.506247997283936,30.760979890823364,30.555236101150513
112,ER_700_800_0.2_10,30,30,27,27,31,32,31,32,34,31,31,31.066638946533203,30.775755167007446,30.26203203201294,30.093598127365112,30.249644994735718,30.68359899520874,30.3054780960083,30.214909076690674,30.31359601020813,30.50072693824768,30.529195070266724
113,ER_700_800_0.2_19,30,31,29,32,28,32,30,32,33,31,30,30.67046093940735,30.664955139160156,30.63501501083374,30.594517946243286,30.353888988494873,30.481215000152588,30.548497915267944,30.60085701942444,30.47145104408264,30.373520851135254,30.33333683013916
114,ER_700_800_0.2_26,31,31,32,31,32,31,32,29,32,30,31,30.57374119758606,30.79421615600586,30.7495219707489,31.01173210144043,30.531488180160522,30.43337607383728,30.346796989440918,30.19442105293274,30.493718147277832,30.43492579460144,30.283591985702515
115,ER_700_800_0.2_2,33,31,31,32,33,33,32,31,33,32,31,30.468497037887573,30.552523136138916,30.40579581260681,30.727069854736328,30.439745903015137,30.39770483970642,30.527265071868896,30.70400309562683,30.41757106781006,30.394402980804443,30.68832302093506
116,ER_700_800_0.2_18,32,31,33,31,32,32,32,33,32,32,29,30.554641008377075,30.261401176452637,30.84604501724243,30.354302167892456,30.463633060455322,30.500680923461914,30.597203969955444,30.431584119796753,30.523101806640625,30.463298082351685,30.34868884086609
117,ER_700_800_0.2_27,31,33,32,32,29,30,30,29,32,31,31,31.02170991897583,30.51115894317627,30.8238308429718,30.365959882736206,30.7808198928833,30.435513019561768,30.89853000640869,30.668768882751465,30.767714977264404,31.054613828659058,30.295578956604004
118,ER_700_800_0.2_3,30,32,30,33,32,31,32,30,28,34,32,30.747223138809204,30.85114097595215,30.633300065994263,30.50305485725403,30.349544048309326,30.759840965270996,30.840085983276367,30.834803104400635,30.62923502922058,30.502627849578857,30.395673036575317
119,ER_700_800_0.2_11,31,33,31,30,31,32,31,32,32,32,32,30.678813934326172,30.514474153518677,30.83323907852173,30.565121173858643,30.74657392501831,30.721569061279297,30.994699001312256,30.388864040374756,30.976517915725708,30.426953077316284,30.620388984680176
120,ER_700_800_0.2_1,32,32,32,33,31,28,31,31,33,30,31,30.603184938430786,30.825242042541504,30.61329984664917,30.81949806213379,30.69309902191162,30.902580976486206,30.578536987304688,30.47286295890808,30.758607864379883,30.922466039657593,30.64210605621338
121,ER_700_800_0.2_25,32,30,33,31,30,30,31,26,29,30,28,30.901113986968994,30.371022939682007,30.976213932037354,31.120616912841797,30.406293869018555,30.877259969711304,31.278386116027832,30.843398094177246,30.635538816452026,30.856987953186035,30.45528507232666
122,ER_700_800_0.2_13,29,28,29,27,32,32,32,34,31,33,31,30.542865991592407,30.41256594657898,30.788514137268066,30.602061986923218,30.801712036132812,30.700531005859375,30.407166957855225,30.310538053512573,30.103670835494995,30.28860902786255,30.311448097229004
123,ER_700_800_0.2_8,32,30,31,31,32,33,31,32,32,33,31,30.25131392478943,30.358536958694458,30.489956855773926,30.194917917251587,30.126888036727905,30.343507051467896,30.12105107307434,30.22640609741211,30.1455500125885,30.198648929595947,30.344710111618042
124,ER_700_800_0.2_12,32,33,32,33,31,32,31,31,32,31,30,30.300132036209106,30.317522048950195,30.509437084197998,30.6456401348114,30.41749405860901,30.376672983169556,30.548367023468018,30.527196168899536,30.43691396713257,30.58794593811035,30.41305708885193
125,ER_700_800_0.2_9,33,31,31,31,31,32,31,31,32,32,31,30.304512977600098,30.36345100402832,30.375590801239014,30.493950843811035,30.48660397529602,30.4645938873291,30.55819797515869,30.525930881500244,30.50455904006958,30.629220962524414,30.60683298110962
126,ER_700_800_0.2_0,31,31,31,29,32,31,29,32,32,33,30,30.427500009536743,30.4861319065094,30.330759048461914,30.364588975906372,30.592029094696045,30.437914848327637,30.640098094940186,30.776052951812744,30.423871994018555,30.695875883102417,30.489484071731567
127,ER_700_800_0.2_24,30,32,30,30,30,32,31,33,29,30,31,30.506287097930908,30.231738090515137,30.82828402519226,30.846091985702515,30.53061604499817,30.879276990890503,30.707119941711426,30.447165966033936,30.415524005889893,30.71855878829956,30.433394193649292
