,Dataset Name,"Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.3 Solution Time"
30,ER_700_800_0.05_7,100,101,96,99,97,97,98,97,99,97,30.022661924362183,30.03289794921875,30.016844987869263,30.02720308303833,30.0109920501709,30.013725996017456,30.01390504837036,30.020393133163452,30.01203203201294,30.017235040664673
31,ER_700_800_0.05_10,93,93,93,91,97,94,93,96,95,93,30.01915192604065,30.016440868377686,30.044222116470337,30.025794982910156,30.030537128448486,30.01358699798584,30.031495809555054,30.03099298477173,30.017749071121216,30.02275514602661
32,ER_700_800_0.1_1,54,54,52,53,56,54,54,57,55,54,30.025071144104004,30.02383303642273,30.022183895111084,30.012415885925293,30.011364936828613,30.026133060455322,30.007292985916138,30.007646083831787,30.03464698791504,30.02386999130249
33,ER_700_800_0.1_12,55,58,57,56,55,56,56,55,54,56,30.029064893722534,30.028016090393066,30.025920867919922,30.03248906135559,30.027364015579224,30.00860095024109,30.029245138168335,30.034170866012573,30.026042222976685,30.031349897384644
34,ER_700_800_0.1_8,57,56,55,59,58,57,56,55,58,56,30.027863025665283,30.027657985687256,30.02768301963806,30.02618908882141,30.029608011245728,30.02477216720581,30.0297429561615,30.028234004974365,30.027956008911133,30.026635885238647
35,ER_700_800_0.1_24,57,56,56,59,56,57,57,57,57,56,30.02811098098755,30.028836965560913,30.01108694076538,30.029152870178223,30.030236959457397,30.032315015792847,30.030258893966675,30.0296049118042,30.036826848983765,30.03401803970337
36,ER_700_800_0.1_9,57,58,59,58,58,57,59,57,57,56,30.03095507621765,30.03226399421692,30.028522968292236,30.026943922042847,30.030869007110596,30.028923988342285,30.029929876327515,30.032798051834106,30.02981400489807,30.026278972625732
37,ER_700_800_0.1_25,57,55,57,54,57,58,59,57,56,55,30.025717973709106,30.02736806869507,30.04119610786438,30.02877688407898,30.02868103981018,30.020101070404053,30.025629997253418,30.022293090820312,30.029592037200928,30.023421049118042
38,ER_700_800_0.1_0,58,57,55,54,55,54,55,55,54,57,30.029975175857544,30.028337001800537,30.009912967681885,30.0072660446167,30.00662398338318,30.005722999572754,30.026899814605713,30.025974988937378,30.02153992652893,30.01964807510376
39,ER_700_800_0.1_13,55,54,55,57,55,56,54,56,56,56,30.030498027801514,30.026408195495605,30.009424924850464,30.01261615753174,30.025448083877563,30.029716968536377,30.02901291847229,30.028433084487915,30.03140687942505,30.029929876327515
40,ER_700_800_0.1_27,53,56,54,54,55,54,55,54,54,55,30.0256028175354,30.020989179611206,30.03308892250061,30.03055715560913,30.026960849761963,30.033942937850952,30.028645992279053,30.03406310081482,30.02815818786621,30.029592990875244
41,ER_700_800_0.1_18,57,56,55,55,55,56,59,57,54,55,30.01740002632141,30.02472710609436,30.029644012451172,30.028937816619873,30.015138864517212,30.033729791641235,30.038536071777344,30.03219509124756,30.031232118606567,30.02598810195923
42,ER_700_800_0.1_2,54,56,55,57,55,55,56,55,57,56,30.029834032058716,30.033459901809692,30.20877504348755,30.220948934555054,30.02507710456848,30.02298402786255,30.02641487121582,30.026412963867188,30.032533884048462,30.03002095222473
43,ER_700_800_0.1_11,56,57,56,54,57,59,58,56,54,57,30.22436785697937,30.138460874557495,30.387489080429077,30.376015186309814,30.029354095458984,30.1305730342865,30.211230993270874,30.25011706352234,30.333032846450806,30.194483041763306
44,ER_700_800_0.1_3,53,54,53,54,54,55,55,55,55,54,30.027848958969116,30.382052898406982,30.05886483192444,30.027281999588013,30.025880098342896,30.03494095802307,30.03498101234436,30.032087087631226,30.029298067092896,30.034140825271606
45,ER_700_800_0.1_10,55,53,53,56,55,54,54,54,54,54,30.035983085632324,30.03055500984192,30.030744791030884,30.03500199317932,30.019940853118896,30.022079944610596,30.03528594970703,30.04983615875244,30.03820300102234,30.029750108718872
46,ER_700_800_0.1_26,55,54,55,53,56,54,53,54,54,54,30.012484073638916,30.031169891357422,30.022094011306763,30.019596099853516,30.031343936920166,30.025954961776733,30.030197858810425,30.028666973114014,30.029215097427368,30.025805950164795
47,ER_700_800_0.1_19,55,54,55,59,54,53,54,56,54,54,30.029651165008545,30.02494502067566,30.029805898666382,30.02756118774414,30.027261972427368,30.030256032943726,30.01796817779541,30.02616810798645,30.02125382423401,30.252236127853394
48,ER_700_800_0.1_23,55,56,54,54,54,54,54,56,56,55,30.075575828552246,30.02784514427185,30.02413296699524,30.030587911605835,30.021562099456787,30.02485704421997,30.03896689414978,30.00987696647644,30.028645038604736,30.03169894218445
49,ER_700_800_0.1_15,54,56,55,56,58,56,56,56,56,57,30.01550602912903,30.027392864227295,30.02582597732544,30.02770209312439,30.021450996398926,30.0309100151062,30.028734922409058,30.029377937316895,30.03325605392456,30.019794940948486
50,ER_700_800_0.1_6,55,54,56,54,55,57,56,56,56,53,30.02610993385315,30.008786916732788,30.031394004821777,30.021918058395386,30.021591901779175,30.007795095443726,30.024217128753662,30.032164096832275,30.00798201560974,30.032320022583008
51,ER_700_800_0.1_14,53,53,56,54,53,53,54,56,55,56,30.027086973190308,30.031310081481934,30.018980026245117,30.027307987213135,30.02638602256775,30.026646852493286,30.02781105041504,30.029821157455444,30.024137020111084,30.02819800376892
52,ER_700_800_0.1_7,57,57,55,55,55,56,57,57,56,56,30.025420904159546,30.02617597579956,30.15875005722046,30.031326055526733,30.027825832366943,30.028566122055054,30.03017807006836,30.029196977615356,30.029212951660156,30.029165983200073
53,ER_700_800_0.1_22,56,57,55,54,56,55,57,54,56,55,30.45687699317932,30.34452199935913,30.358161211013794,30.051855087280273,30.189071893692017,30.21021604537964,30.45777201652527,30.041831016540527,30.33774495124817,30.187110900878906
54,ER_700_800_0.1_16,56,54,54,54,59,58,55,54,56,54,30.076338052749634,30.03469705581665,30.041481971740723,30.025064945220947,30.136532068252563,30.224215984344482,30.146305084228516,30.09402108192444,30.087395906448364,30.07995915412903
55,ER_700_800_0.1_29,58,58,56,56,56,58,57,57,56,57,30.745292901992798,31.04532504081726,30.705823183059692,31.046139001846313,30.852601051330566,31.087496995925903,30.159626960754395,30.56234312057495,30.186053037643433,30.287476062774658
56,ER_700_800_0.1_5,57,55,56,57,55,57,57,55,58,56,30.066434860229492,30.10872721672058,30.056614875793457,30.032210111618042,30.081570863723755,30.305175065994263,30.227102041244507,30.293956995010376,30.423210859298706,30.514554023742676
57,ER_700_800_0.1_20,55,56,53,54,54,54,56,57,53,55,30.044999837875366,30.197860956192017,30.052266836166382,30.059513092041016,30.109014987945557,30.068846940994263,30.084881067276,30.094619035720825,30.102915048599243,30.19107699394226
58,ER_700_800_0.1_30,58,56,54,59,58,56,57,56,58,58,30.872272968292236,30.909618854522705,30.0924711227417,30.622435092926025,30.7061288356781,30.139013051986694,30.644559860229492,30.10095191001892,30.184945106506348,30.431912183761597
59,ER_700_800_0.1_31,57,55,55,54,55,54,54,54,56,55,30.154459953308105,31.008803129196167,30.22553300857544,30.315072774887085,30.43871283531189,30.064122915267944,30.324139833450317,30.45657205581665,30.385141849517822,30.17096781730652
60,ER_700_800_0.1_21,56,56,55,54,54,56,54,57,54,54,30.47173309326172,30.166664838790894,30.1320960521698,30.0385000705719,30.143834114074707,30.09181809425354,30.064563989639282,30.0704288482666,30.119919061660767,30.100414991378784
61,ER_700_800_0.1_17,54,56,56,55,55,55,54,54,53,52,30.078829050064087,30.05712604522705,30.050275087356567,30.135653972625732,30.040235996246338,30.082170963287354,30.130924940109253,30.12901997566223,30.210628986358643,30.108953952789307
62,ER_700_800_0.1_28,55,55,56,55,57,56,57,57,55,56,30.056923866271973,30.035665035247803,30.025007009506226,30.032593965530396,30.033535957336426,30.01641297340393,30.009081840515137,30.02962589263916,30.031009912490845,30.024063110351562
63,ER_700_800_0.1_4,56,56,54,54,54,53,57,55,56,55,30.039494037628174,30.037333011627197,30.03811812400818,30.03037118911743,30.033935070037842,30.032696962356567,30.03072690963745,30.037224054336548,30.039273977279663,30.03080105781555
64,ER_700_800_0.15_25,40,41,41,38,41,39,39,41,39,41,30.43116593360901,30.28438091278076,30.222452878952026,30.03038501739502,30.353652000427246,30.033250093460083,30.05800199508667,30.03591799736023,30.233136892318726,30.501976013183594
65,ER_700_800_0.15_13,40,41,40,39,41,41,40,38,39,40,30.03652811050415,30.047794103622437,30.03115200996399,30.040097951889038,30.04127597808838,30.03604292869568,30.039174795150757,30.06621789932251,30.041298866271973,30.05117893218994
66,ER_700_800_0.15_4,41,42,41,42,41,43,42,41,41,40,30.314377069473267,30.03692388534546,30.04155707359314,30.17801308631897,30.35506296157837,30.362161874771118,30.392011880874634,30.356865882873535,30.42752981185913,30.516422986984253
67,ER_700_800_0.15_12,42,41,41,41,40,41,40,42,42,40,30.038249969482422,30.02887487411499,30.067453145980835,30.27185297012329,30.50172996520996,30.293647050857544,30.282320022583008,30.71052598953247,30.43598198890686,30.225457906723022
68,ER_700_800_0.15_5,40,40,40,40,40,40,40,39,40,39,30.334326028823853,30.417316913604736,30.524568796157837,30.414828777313232,30.091378927230835,30.948320865631104,30.21192693710327,30.962711095809937,30.513076066970825,30.724018812179565
69,ER_700_800_0.15_24,42,41,40,39,40,40,41,39,38,41,30.36544704437256,30.047258853912354,30.453608989715576,30.87182903289795,30.58131694793701,30.346363067626953,30.05419611930847,30.39638900756836,30.371155977249146,30.084967851638794
70,ER_700_800_0.15_7,40,42,41,40,38,41,39,40,42,41,30.220927953720093,30.04197096824646,30.03577494621277,30.034663915634155,30.033286094665527,30.025789976119995,30.02796697616577,30.033780813217163,30.03802800178528,30.029109954833984
71,ER_700_800_0.15_10,38,41,39,38,38,38,39,39,38,39,30.071838855743408,30.029762983322144,30.04447603225708,30.030514001846313,30.02914810180664,30.029556035995483,30.03019094467163,30.03398299217224,30.02712893486023,30.035438060760498
72,ER_700_800_0.15_26,40,40,39,40,40,40,41,39,42,40,30.062551021575928,30.02586007118225,30.029648065567017,30.034462928771973,30.030375957489014,30.02732491493225,30.026524782180786,30.049009084701538,30.03681492805481,30.030909061431885
73,ER_700_800_0.15_19,38,39,39,41,40,40,40,41,39,40,30.560543060302734,30.3239688873291,30.595175981521606,30.553684949874878,30.64787793159485,30.66603708267212,30.291245937347412,30.189849138259888,30.694013118743896,30.56849694252014
74,ER_700_800_0.15_27,39,41,40,40,39,41,41,41,41,39,30.627583026885986,30.43190598487854,30.02814507484436,30.31135106086731,30.300774097442627,30.386129140853882,30.030949115753174,30.361970901489258,30.496721029281616,30.025118827819824
75,ER_700_800_0.15_18,43,42,42,40,42,40,40,40,40,42,30.287999868392944,30.026127099990845,30.032997131347656,30.032104969024658,30.02514410018921,30.041364192962646,30.051738023757935,30.513341903686523,30.038393020629883,30.41567301750183
76,ER_700_800_0.15_6,40,37,40,40,40,40,40,40,40,40,30.03122591972351,30.031831979751587,30.033715963363647,30.028573036193848,30.02851891517639,30.035528898239136,30.03477692604065,30.028400897979736,30.035925149917603,30.03215003013611
77,ER_700_800_0.15_11,42,42,42,42,42,42,42,41,43,42,30.1942400932312,30.13578486442566,30.34284210205078,30.036118984222412,30.238487005233765,30.145222902297974,30.05609679222107,30.18665599822998,30.03885579109192,30.484880208969116
78,ER_700_800_0.15_3,40,40,41,40,39,39,41,39,39,41,30.03206706047058,30.02754306793213,30.037110090255737,30.035019159317017,30.031923055648804,30.033411979675293,30.032509088516235,30.03437900543213,30.030689001083374,30.03182601928711
79,ER_700_800_0.15_14,41,40,40,38,41,39,42,41,42,40,30.027942895889282,30.03848385810852,30.0518000125885,30.032670974731445,30.031805992126465,30.028399229049683,30.037236213684082,30.03012490272522,30.03101110458374,30.040391206741333
80,ER_700_800_0.15_22,42,42,39,40,40,42,41,40,42,41,30.029268980026245,30.024143934249878,30.038020849227905,30.026232957839966,30.026485204696655,30.024930000305176,30.03524899482727,30.02623200416565,30.025758981704712,30.04268217086792
81,ER_700_800_0.15_23,39,40,41,41,41,41,41,41,41,40,30.026368141174316,30.041069984436035,30.26622986793518,30.02742099761963,30.030711889266968,30.044156074523926,30.338725090026855,30.34867215156555,30.064818143844604,30.037230968475342
82,ER_700_800_0.15_2,41,42,41,41,40,40,39,40,40,40,30.444287061691284,30.423224925994873,30.201546907424927,30.185889959335327,30.40830898284912,30.585421085357666,30.18247389793396,30.539087772369385,30.510157108306885,30.336171865463257
83,ER_700_800_0.15_15,39,41,39,41,39,40,40,39,39,39,30.02535605430603,30.02220392227173,30.028773069381714,30.02881908416748,30.025097131729126,30.0263671875,30.02471399307251,30.027318954467773,30.027683973312378,30.026291847229004
84,ER_700_800_0.15_9,39,38,40,41,39,41,41,39,40,42,30.03180694580078,30.0578830242157,30.029469966888428,30.039394855499268,30.05034303665161,30.026762008666992,30.02812910079956,30.026021003723145,30.031699895858765,30.032490015029907
85,ER_700_800_0.15_21,41,41,40,39,40,41,39,41,40,42,30.029151916503906,30.027842044830322,30.051635026931763,30.033140897750854,30.025960206985474,30.02717614173889,30.033323049545288,30.035141944885254,30.02443814277649,30.03139019012451
86,ER_700_800_0.15_31,40,41,42,41,41,42,40,41,41,41,30.492275953292847,30.40272092819214,30.22161293029785,30.504263162612915,30.519431829452515,30.363072872161865,30.277496814727783,30.327241897583008,30.38724994659424,30.233881950378418
87,ER_700_800_0.15_17,41,41,40,40,41,39,41,41,41,41,30.027963876724243,30.036768913269043,30.025770902633667,30.023808002471924,30.031551122665405,30.032066822052002,30.025791883468628,30.0269877910614,30.028079986572266,30.02700400352478
88,ER_700_800_0.15_0,40,39,39,39,40,39,41,39,41,39,30.027412176132202,30.02526307106018,30.027361154556274,30.029114961624146,30.029433012008667,30.032807111740112,30.02326202392578,30.023149967193604,30.02322292327881,30.027996063232422
89,ER_700_800_0.15_28,39,39,39,40,40,41,41,40,40,40,30.025182962417603,30.023547172546387,30.022472858428955,30.025166988372803,30.026269912719727,30.02553391456604,30.023859977722168,30.025634050369263,30.02315592765808,30.025810956954956
90,ER_700_800_0.15_16,40,40,40,40,40,39,40,39,40,39,30.02531599998474,30.02316403388977,30.02947497367859,30.02710795402527,30.02961802482605,30.026413202285767,30.030241012573242,30.029539108276367,30.026688814163208,30.06227421760559
91,ER_700_800_0.15_1,39,38,38,41,38,39,39,40,38,39,30.46421718597412,30.369488954544067,30.628153800964355,30.57083511352539,30.192099809646606,30.467067003250122,30.70034909248352,30.470731019973755,30.166123151779175,30.54687786102295
92,ER_700_800_0.15_29,39,40,41,40,40,39,38,41,39,39,30.21573305130005,30.029717922210693,30.239742040634155,30.460991859436035,30.10598111152649,30.472443103790283,30.5909481048584,30.51433491706848,30.074707984924316,30.029245853424072
93,ER_700_800_0.15_8,39,39,39,39,40,40,39,39,39,39,30.032407999038696,30.028434991836548,30.029996156692505,30.02395009994507,30.030268907546997,30.026962995529175,30.03138279914856,30.024533987045288,30.02788496017456,30.02324604988098
94,ER_700_800_0.15_30,40,41,40,42,42,40,41,42,40,41,30.23240613937378,30.354917764663696,30.49469304084778,30.3459370136261,30.458055019378662,30.3438458442688,30.40714192390442,30.457884073257446,30.415228128433228,30.27823495864868
