,Dataset Name,"Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Time"
0,ER_700_800_0.05_15,92,92,95,94,95,94,95,96,93,93,30.161500930786133,30.219852924346924,30.087589979171753,30.188709020614624,30.23711109161377,30.21929907798767,30.04079008102417,30.104299068450928,30.36741590499878,30.197155237197876
1,ER_700_800_0.05_23,92,94,94,93,95,96,94,93,95,94,30.28633713722229,30.098876953125,30.265198945999146,30.078912019729614,30.206790924072266,30.197580099105835,30.211222171783447,30.236353158950806,30.116881847381592,30.134666919708252
2,ER_700_800_0.05_2,95,93,93,93,98,92,93,97,95,95,30.41178798675537,30.094243049621582,30.077027082443237,30.10127091407776,30.12525701522827,30.095196962356567,30.12308692932129,30.15546703338623,30.149730920791626,30.17365288734436
3,ER_700_800_0.05_22,93,96,90,93,92,97,95,95,94,92,30.149910926818848,30.116930961608887,30.158071994781494,30.176231145858765,30.13390302658081,30.181244134902954,30.210052013397217,30.2675359249115,30.191321849822998,30.044697046279907
4,ER_700_800_0.05_3,99,96,94,95,91,91,90,86,95,90,30.023119926452637,30.040883779525757,30.11748194694519,30.053926944732666,30.158833980560303,30.298118829727173,30.302683115005493,30.155071020126343,30.062772035598755,30.03788709640503
5,ER_700_800_0.05_14,83,87,88,90,87,93,93,91,94,92,30.088948011398315,30.19185996055603,30.116064071655273,30.019588947296143,30.12678289413452,30.032737970352173,30.05074381828308,30.02158784866333,30.019432067871094,30.02109694480896
6,ER_700_800_0.05_1,94,94,95,92,94,96,92,90,94,93,30.018620014190674,30.02376103401184,30.016895055770874,30.0103440284729,30.006703853607178,30.0210599899292,30.10893416404724,30.02979588508606,30.037184953689575,30.01851987838745
7,ER_700_800_0.05_20,93,92,93,89,92,92,92,92,92,91,30.393773078918457,30.025686979293823,30.17553687095642,30.027587175369263,30.05708408355713,30.090234994888306,30.164716005325317,30.042114973068237,30.0240318775177,30.024812936782837
8,ER_700_800_0.05_30,97,96,96,99,97,96,100,98,97,97,30.203606843948364,30.072219848632812,30.02428698539734,30.060459852218628,30.04895305633545,30.051788091659546,30.02379298210144,30.032947778701782,30.108954906463623,30.09107518196106
9,ER_700_800_0.05_29,88,94,94,95,93,93,93,93,93,93,30.223509073257446,30.1578631401062,30.01833701133728,30.057271003723145,30.08637809753418,30.02389097213745,30.009214162826538,30.08673405647278,30.176367044448853,30.05648183822632
10,ER_700_800_0.05_8,92,94,93,96,95,94,94,95,95,94,30.121247053146362,30.10857105255127,30.012560844421387,30.195641040802002,30.02080202102661,30.114933967590332,30.134816884994507,30.143990993499756,30.08001184463501,30.04306697845459
11,ER_700_800_0.05_16,97,92,91,91,92,96,91,91,93,91,30.02650284767151,30.2406108379364,30.060035943984985,30.089190006256104,30.35987901687622,30.17110800743103,30.03698205947876,30.036261081695557,30.145139932632446,30.025550842285156
