,Dataset Name,"Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time"
0,ER_700_800_0.05_15,98,95,97,96,95,96,97,95,94,95,30.022477865219116,30.033318042755127,30.029858827590942,30.03480887413025,30.059865951538086,30.025331020355225,30.019635915756226,30.013671159744263,30.028182983398438,30.014512062072754
1,ER_700_800_0.05_23,96,97,94,95,97,95,96,94,96,97,30.035533905029297,30.109281063079834,30.034701108932495,30.013237953186035,30.10546088218689,30.049057960510254,30.01472806930542,30.042582035064697,30.01292395591736,30.035146951675415
2,ER_700_800_0.05_2,101,99,99,97,98,97,96,97,97,99,30.021855115890503,30.146732091903687,30.02742290496826,30.056094884872437,30.040944814682007,30.029529094696045,30.090718030929565,30.033695936203003,30.030791997909546,30.04249095916748
3,ER_700_800_0.05_22,94,95,95,96,96,98,95,95,94,95,30.032772064208984,30.028160095214844,30.03116512298584,30.03325891494751,30.041938066482544,30.233072996139526,30.034987926483154,30.126852989196777,30.032721996307373,30.032994031906128
4,ER_700_800_0.05_3,96,98,96,96,94,95,95,96,97,94,30.03360891342163,30.1046199798584,30.029711961746216,30.031609058380127,30.040406942367554,30.163519859313965,30.183655977249146,30.114377975463867,30.052167177200317,30.12236189842224
5,ER_700_800_0.05_14,93,95,95,93,96,96,95,94,94,95,30.760417938232422,30.167542934417725,30.028537034988403,30.0784330368042,30.16594696044922,30.051922082901,30.14342212677002,30.286675930023193,30.25854206085205,30.1785728931427
6,ER_700_800_0.05_1,97,92,95,95,94,96,93,95,92,92,30.04457402229309,30.012179851531982,30.260872840881348,30.17641592025757,30.28023910522461,30.20795702934265,30.37810516357422,30.029836177825928,30.175183057785034,30.07554793357849
7,ER_700_800_0.05_20,90,93,90,92,91,91,92,91,91,91,30.064910888671875,30.252206802368164,30.011607885360718,30.199496030807495,30.119404077529907,30.214055061340332,30.12587308883667,30.107846975326538,30.1091148853302,30.260931968688965
8,ER_700_800_0.05_30,99,98,97,102,100,96,101,102,99,100,30.185452938079834,30.37882089614868,30.106362104415894,30.366796016693115,30.123668909072876,30.145422220230103,30.290102005004883,30.022398948669434,30.03128409385681,30.068419218063354
9,ER_700_800_0.05_29,94,93,94,98,94,93,94,96,95,94,30.052525997161865,30.016143083572388,30.012741088867188,30.020984172821045,30.02561902999878,30.04226589202881,30.02086615562439,30.01644206047058,30.020448923110962,30.02938199043274
10,ER_700_800_0.05_8,98,98,96,97,99,96,93,93,97,97,30.022634983062744,30.032625913619995,30.036098957061768,30.025412797927856,30.017727851867676,30.023574113845825,30.017640113830566,30.02998685836792,30.05903911590576,30.016052961349487
11,ER_700_800_0.05_16,95,93,94,96,93,96,95,92,95,94,30.01795792579651,30.017709970474243,30.026533842086792,30.031507968902588,30.269965171813965,30.08423399925232,30.018579959869385,30.01841688156128,30.01219391822815,30.013453006744385
