,Dataset Name,"Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.25 Solution Time"
0,ER_700_800_0.15_47,40,40,41,42,40,40,39,40,40,40,30.276113986968994,30.07470393180847,30.0611891746521,30.085915088653564,31.021766901016235,30.27919101715088,30.05257797241211,30.045082807540894,30.038817882537842,30.032622814178467
1,ER_700_800_0.15_57,40,39,41,39,41,39,41,41,40,40,30.048893928527832,30.158574104309082,30.03926181793213,30.15260887145996,30.157945156097412,30.04503893852234,30.081862926483154,30.18089008331299,30.447127103805542,30.589811086654663
2,ER_700_800_0.15_25,43,42,41,42,41,42,42,41,40,42,30.38127112388611,30.416149139404297,30.0380859375,30.04043197631836,30.04832887649536,30.58551001548767,30.054831981658936,30.042053937911987,30.64006495475769,30.29464602470398
3,ER_700_800_0.15_102,39,40,38,39,39,40,39,40,40,41,30.039443969726562,30.337694883346558,30.54674005508423,30.36200785636902,30.51809000968933,30.62748408317566,30.170674085617065,30.358066082000732,30.418081998825073,30.212779998779297
4,ER_700_800_0.15_35,39,39,40,40,38,40,41,40,39,40,30.040364027023315,30.04003405570984,30.35154891014099,30.470550060272217,30.240225076675415,30.298085927963257,30.30221199989319,30.270145893096924,30.06645178794861,30.370518922805786
5,ER_700_800_0.15_112,41,41,42,41,41,40,39,40,41,39,30.264621019363403,30.03393292427063,30.426311016082764,30.28469705581665,30.205969095230103,30.28610396385193,30.036324977874756,30.03537607192993,30.229241132736206,30.212900161743164
6,ER_700_800_0.15_78,40,40,39,39,40,39,39,38,39,39,30.300302982330322,30.41367793083191,30.324447870254517,30.395191192626953,30.045772075653076,30.027989149093628,30.147790908813477,30.214312076568604,30.077461004257202,30.174699068069458
7,ER_700_800_0.15_68,39,39,39,39,40,41,38,38,39,41,30.08587098121643,30.0255069732666,30.669975996017456,30.071797847747803,30.404886960983276,31.08092498779297,30.498097896575928,30.154703855514526,30.231592893600464,30.59195899963379
8,ER_700_800_0.15_85,39,40,39,41,39,39,40,38,39,39,30.216837882995605,30.26694107055664,30.58849000930786,30.041647911071777,30.232100009918213,30.28800106048584,30.061532020568848,30.040338039398193,30.039976835250854,30.291680097579956
9,ER_700_800_0.15_95,39,38,39,40,39,39,39,40,41,40,30.05055594444275,30.03543710708618,30.04901099205017,30.040504932403564,30.033486127853394,30.047422885894775,30.036652088165283,30.039663076400757,30.035178899765015,30.034483909606934
10,ER_700_800_0.15_124,41,39,42,40,41,42,41,42,43,43,30.432574033737183,30.54516100883484,30.614203929901123,30.23528003692627,30.219437837600708,30.065001964569092,30.040504932403564,30.537187099456787,30.197391033172607,30.07645297050476
11,ER_700_800_0.15_13,40,39,38,39,39,39,39,40,40,40,30.4474139213562,30.03481101989746,30.520275831222534,30.08639407157898,30.516295194625854,30.137078046798706,30.458624839782715,30.08986806869507,30.044373035430908,30.061848878860474
12,ER_700_800_0.15_4,41,41,40,41,40,39,40,39,42,41,30.31725311279297,30.403254985809326,30.415085792541504,30.049699068069458,30.2294499874115,30.266867876052856,30.498257875442505,30.40313696861267,30.13236904144287,30.4353609085083
13,ER_700_800_0.15_61,40,40,41,40,40,41,42,42,42,42,30.177518129348755,30.42363214492798,30.236736059188843,30.188989877700806,30.039207935333252,30.04042387008667,30.472425937652588,30.04105305671692,30.068737030029297,30.599102020263672
14,ER_700_800_0.15_71,39,40,39,40,40,40,41,39,40,39,30.049055099487305,30.046181201934814,30.040657997131348,30.042436122894287,30.236576080322266,30.367773056030273,30.919566869735718,30.317516803741455,30.29345393180847,30.622656106948853
15,ER_700_800_0.15_94,39,40,39,42,40,40,40,39,40,39,30.395408868789673,30.05513906478882,31.673442840576172,30.233906984329224,30.32384490966797,30.47009301185608,30.83229899406433,30.643435955047607,30.08516502380371,31.179938077926636
16,ER_700_800_0.15_84,41,41,41,42,40,41,41,42,41,40,30.148130893707275,30.567936897277832,30.257080078125,30.125189065933228,30.782514095306396,30.525979042053223,30.443105936050415,30.826761960983276,30.496034145355225,30.04240107536316
17,ER_700_800_0.15_12,38,41,39,38,40,40,40,40,39,38,30.27966594696045,30.474188089370728,30.182986974716187,30.187878131866455,30.289732933044434,30.0659658908844,30.22980499267578,30.44001007080078,30.238632917404175,30.111139059066772
18,ER_700_800_0.15_125,41,41,40,41,41,39,40,39,41,43,30.029950857162476,30.498212099075317,30.81340003013611,30.032148838043213,30.165251970291138,30.330337047576904,30.15694284439087,31.051419019699097,30.137871026992798,30.237546920776367
19,ER_700_800_0.15_70,40,40,41,41,42,40,40,40,41,39,30.574651956558228,30.236309051513672,30.080729961395264,30.104575872421265,30.123626947402954,30.413652896881104,30.18371081352234,30.050757884979248,30.162312984466553,30.21047306060791
20,ER_700_800_0.15_60,41,39,39,40,40,39,40,39,39,39,30.372709035873413,30.084911108016968,30.3415310382843,30.05111002922058,30.61131000518799,30.052796125411987,30.507011890411377,31.180461883544922,30.166300058364868,30.048616886138916
21,ER_700_800_0.15_5,40,40,40,39,40,40,38,41,41,39,30.40148901939392,30.144465923309326,30.22702407836914,30.658257961273193,30.091777086257935,30.717843055725098,30.10335111618042,30.214559078216553,30.573292016983032,30.095693111419678
22,ER_700_800_0.15_56,43,44,42,40,41,43,43,41,43,41,30.922396183013916,30.061182022094727,30.043581008911133,30.18792700767517,30.24327301979065,30.084575176239014,30.34340500831604,30.039008855819702,30.053730964660645,30.04348587989807
23,ER_700_800_0.15_46,41,42,41,40,40,40,39,39,39,41,30.03890585899353,30.27434802055359,30.98810601234436,30.03882598876953,30.784810066223145,30.042798042297363,30.601242065429688,30.049622058868408,30.430675983428955,30.097718000411987
24,ER_700_800_0.15_113,41,40,39,40,43,39,39,40,40,40,30.355376958847046,30.254523992538452,30.590940952301025,30.547303915023804,30.50274109840393,30.19389319419861,30.47253108024597,30.44742703437805,30.545988082885742,30.56186604499817
25,ER_700_800_0.15_34,39,39,39,40,39,40,41,40,39,42,30.092307090759277,30.04664182662964,30.42503309249878,30.04655909538269,30.46437907218933,30.244297981262207,30.4909930229187,30.5776309967041,30.295001983642578,30.470314979553223
26,ER_700_800_0.15_103,39,40,39,39,40,42,39,40,40,39,30.04047918319702,30.03813099861145,30.048707008361816,30.150223970413208,30.04017996788025,30.033004999160767,30.453795909881592,30.044453144073486,30.144577980041504,30.487262964248657
27,ER_700_800_0.15_24,39,41,39,39,40,40,39,40,41,41,30.04183793067932,30.03784990310669,30.035974979400635,30.038470029830933,30.048314094543457,30.05123496055603,30.04521417617798,30.088368892669678,30.04374098777771,30.055619955062866
28,ER_700_800_0.15_69,41,41,39,41,41,39,41,40,41,41,30.04253101348877,30.042206048965454,30.096233129501343,30.037685871124268,30.035999059677124,30.031299114227295,30.028405904769897,30.040852069854736,30.041341066360474,30.048056840896606
29,ER_700_800_0.15_79,41,41,42,41,41,41,43,42,41,40,30.22161602973938,30.458086013793945,30.232145071029663,30.409745931625366,30.434406995773315,30.609477996826172,30.24289321899414,30.60270404815674,30.449835062026978,30.325711965560913
30,ER_700_800_0.15_118,40,39,39,38,39,39,41,40,38,39,30.03290605545044,30.032538890838623,30.03629183769226,30.03079605102539,30.034586191177368,30.453150987625122,30.046457052230835,30.030110836029053,30.028849124908447,30.033082962036133
31,ER_700_800_0.15_108,42,41,40,40,39,39,39,38,39,40,30.050161123275757,30.032590866088867,30.060523986816406,30.03783082962036,30.034756898880005,30.035220861434937,30.029562950134277,30.03351402282715,30.030067920684814,30.036608934402466
32,ER_700_800_0.15_86,39,39,40,39,39,38,40,39,39,39,30.03730297088623,30.03585696220398,30.071125984191895,30.034848928451538,30.0361430644989,30.029702186584473,30.309178829193115,30.031886100769043,30.028903007507324,30.035397052764893
33,ER_700_800_0.15_96,38,40,39,39,39,40,39,39,38,39,30.04094099998474,30.31852388381958,30.034115076065063,30.042248010635376,30.035035133361816,30.030463933944702,30.042541027069092,30.035251140594482,30.031234979629517,30.04116201400757
34,ER_700_800_0.15_62,42,41,41,41,42,41,40,42,40,41,30.44178605079651,30.234429121017456,30.45190691947937,30.34345293045044,30.333652019500732,30.383282899856567,30.129244804382324,30.400443077087402,30.567588090896606,30.329604864120483
35,ER_700_800_0.15_72,39,40,40,39,40,39,40,39,40,41,30.53296184539795,30.529816150665283,30.3517849445343,30.226197004318237,30.5142719745636,30.255156993865967,30.487303018569946,30.258834838867188,30.303146839141846,30.255475997924805
36,ER_700_800_0.15_7,40,41,39,40,39,40,39,39,40,40,30.223247051239014,30.13766098022461,30.210254192352295,30.12411403656006,30.308604955673218,30.306180000305176,30.139008045196533,30.399436950683594,30.15164613723755,30.145451068878174
37,ER_700_800_0.15_127,39,41,39,41,40,39,39,41,41,43,30.133339881896973,30.344708919525146,30.193506956100464,30.161312103271484,30.201400995254517,30.516212940216064,30.314666032791138,30.443870067596436,30.30850100517273,30.39060688018799
38,ER_700_800_0.15_10,40,40,40,38,39,39,39,39,42,39,30.030714988708496,30.04132318496704,30.031900882720947,30.03742003440857,30.058335065841675,30.03701901435852,30.030699968338013,30.034713983535767,30.034115076065063,30.037166833877563
39,ER_700_800_0.15_101,40,40,41,40,41,40,40,39,41,41,30.31122088432312,30.468630075454712,30.430256128311157,30.53223490715027,30.380654096603394,30.3856098651886,30.532145023345947,30.515516996383667,30.17539405822754,30.221248149871826
40,ER_700_800_0.15_26,39,40,39,40,40,38,40,40,41,39,30.036093950271606,30.033097982406616,30.03294610977173,30.03467607498169,30.026395082473755,30.029213905334473,30.038448810577393,30.035701990127563,30.029468059539795,30.03370189666748
41,ER_700_800_0.15_111,40,41,40,41,41,40,39,40,41,41,30.106395959854126,30.039278984069824,30.092124938964844,30.037616968154907,30.038312911987305,30.037790775299072,30.0246639251709,30.03177809715271,30.039172887802124,30.025140047073364
42,ER_700_800_0.15_36,39,41,41,41,42,40,42,40,42,42,30.194380044937134,30.245500087738037,30.227123975753784,30.19122576713562,30.236974954605103,30.42897391319275,30.45504403114319,30.48300004005432,30.200464010238647,30.18018388748169
43,ER_700_800_0.15_44,40,42,40,43,40,40,41,41,41,40,30.53883695602417,30.6232271194458,30.51837992668152,30.62612009048462,30.165253162384033,30.039710998535156,30.47830295562744,30.15044116973877,30.039880990982056,30.13922119140625
44,ER_700_800_0.15_54,40,39,40,40,40,40,38,40,40,39,30.557657957077026,30.557079076766968,30.55345606803894,30.507909059524536,30.435039043426514,30.509326934814453,30.196950912475586,30.264431953430176,30.20556092262268,30.30085802078247
45,ER_700_800_0.15_19,40,39,40,40,41,39,40,42,40,40,30.043411016464233,30.030844926834106,30.037484884262085,30.03789496421814,30.034489154815674,30.348695039749146,30.03785800933838,30.03006410598755,30.11982297897339,30.032443046569824
46,ER_700_800_0.15_37,39,40,40,40,41,39,39,39,39,39,30.029099941253662,30.033098936080933,30.030524969100952,30.030025005340576,30.787779808044434,30.036821126937866,30.034235954284668,30.032222986221313,30.032087087631226,30.046320915222168
