,Dataset Name,"Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 450 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 2250 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 4500 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 6750 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 9000 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 11250 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 13500 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 15750 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 18000 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 20250 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 22500 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 450 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 2250 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 4500 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 6750 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 9000 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 11250 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 13500 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 15750 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 18000 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 20250 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 22500 with random sample rate of 0.2 Solution Time"
14,ER_700_800_0.05_17,92,95,95,96,97,96,96,93,96,93,94,30.024209022521973,30.034528017044067,30.025513887405396,30.013027906417847,30.014873027801514,30.024533987045288,30.023147106170654,30.025920867919922,30.01431107521057,30.013874053955078,30.01927399635315
15,ER_700_800_0.05_0,98,99,100,97,98,97,98,98,98,99,98,30.01288604736328,30.013795852661133,30.010613918304443,30.010451793670654,30.016134023666382,30.01428484916687,30.0117609500885,30.01976990699768,30.012144088745117,30.01445984840393,30.06308102607727
16,ER_700_800_0.05_31,96,100,98,96,98,103,98,100,99,96,97,30.006447076797485,30.01691198348999,30.015196800231934,30.03176999092102,30.017147064208984,30.01635718345642,30.019996881484985,30.02956199645996,30.015804052352905,30.020456075668335,30.016770124435425
17,ER_700_800_0.05_21,96,96,96,96,95,98,98,98,97,96,99,30.038819074630737,30.019551038742065,30.04080295562744,30.020202159881592,30.012727975845337,30.062712907791138,30.0049409866333,30.01106095314026,30.0122709274292,30.024674892425537,30.026811838150024
18,ER_700_800_0.05_5,98,99,102,97,99,101,99,97,95,99,97,30.01007890701294,30.012169122695923,30.022263050079346,30.009977102279663,30.018274784088135,30.013401985168457,30.02531909942627,30.01581883430481,30.015220880508423,30.01448106765747,30.023168087005615
19,ER_700_800_0.05_24,95,96,94,98,98,97,97,99,96,95,96,30.01122498512268,30.018905878067017,30.0221209526062,30.021294116973877,30.011831998825073,30.01852583885193,30.018818855285645,30.017422914505005,30.010844945907593,30.01904797554016,30.017773866653442
20,ER_700_800_0.05_12,94,98,96,94,98,95,94,96,96,95,93,30.015175104141235,30.010643005371094,30.006850957870483,30.013453006744385,30.010399103164673,30.01213502883911,30.011810064315796,30.01105809211731,30.01271891593933,30.013014793395996,30.01096487045288
21,ER_700_800_0.05_13,94,94,95,98,95,96,97,96,97,97,97,30.032177209854126,30.01763606071472,30.084321975708008,30.022583961486816,30.020397901535034,30.02315402030945,30.071640968322754,30.023406982421875,30.019679069519043,30.021936178207397,30.02345299720764
22,ER_700_800_0.05_4,97,98,97,99,95,99,99,98,97,96,99,30.026607036590576,30.011019945144653,30.01166796684265,30.01196789741516,30.015934944152832,30.010339975357056,30.016844034194946,30.01105499267578,30.01126790046692,30.010515928268433,30.02930784225464
23,ER_700_800_0.05_25,96,96,96,99,101,101,99,95,97,95,101,30.031478881835938,30.011698007583618,30.021152019500732,30.02703619003296,30.02476692199707,30.026485919952393,30.022804021835327,30.192742109298706,30.01840901374817,30.02142906188965,30.024873971939087
24,ER_700_800_0.05_11,93,94,97,99,98,97,96,97,94,97,93,30.021753072738647,30.01309084892273,30.015701055526733,30.02449607849121,30.029991149902344,30.012861967086792,30.011433839797974,30.015105962753296,30.01180601119995,30.025789976119995,30.013957977294922
25,ER_700_800_0.05_18,95,97,95,98,97,95,97,95,97,98,95,30.0278480052948,30.030715942382812,30.01442003250122,30.01462483406067,30.012171030044556,30.014582872390747,30.012386083602905,30.012451887130737,30.013304948806763,30.015307903289795,30.064637899398804
26,ER_700_800_0.05_27,93,94,95,95,97,99,94,95,96,94,96,30.018128871917725,30.026447057724,30.02374005317688,30.02868413925171,30.01656699180603,30.025724172592163,30.015486001968384,30.025040864944458,30.021887063980103,30.135360956192017,30.032921075820923
27,ER_700_800_0.05_6,99,92,99,97,98,97,102,100,100,102,99,30.180222034454346,30.069315910339355,30.030731916427612,30.008806228637695,30.092286825180054,30.107139110565186,30.19852089881897,30.228770971298218,30.021316051483154,30.033196926116943,30.060601949691772
28,ER_700_800_0.05_19,91,96,96,92,96,94,96,98,98,97,94,30.118532180786133,30.034155130386353,30.151542901992798,30.075878143310547,30.094000101089478,30.02047085762024,30.013575792312622,30.013540983200073,30.034296989440918,30.087334871292114,30.020162105560303
29,ER_700_800_0.05_26,95,98,99,95,94,95,99,99,100,101,99,30.1667377948761,30.082828998565674,30.157030820846558,30.035372018814087,30.10173201560974,30.274528980255127,30.218029975891113,30.267403841018677,30.035411834716797,30.141708850860596,30.01358199119568
30,ER_700_800_0.05_7,95,98,98,100,100,100,103,97,102,102,102,30.029606103897095,30.02705717086792,30.026795148849487,30.02486300468445,30.037030935287476,30.026113033294678,30.029438972473145,30.055716037750244,30.030142068862915,30.02201008796692,30.025327920913696
31,ER_700_800_0.05_10,95,98,94,96,96,97,95,98,95,95,95,30.050831079483032,30.010223865509033,30.0101101398468,30.02422595024109,30.04026508331299,30.05070686340332,30.051554918289185,30.02579689025879,30.042844772338867,30.06326198577881,30.07945704460144
32,ER_700_800_0.1_1,54,59,56,57,57,55,55,57,58,55,58,30.037028789520264,30.044610023498535,30.092780113220215,30.124377965927124,30.39598298072815,30.0748610496521,30.31332015991211,30.317572116851807,30.061452865600586,30.097615957260132,30.130239963531494
33,ER_700_800_0.1_12,55,55,55,56,57,56,58,54,57,57,53,30.43879795074463,30.59156608581543,30.888603925704956,30.29124617576599,30.230459928512573,30.065167903900146,30.021960020065308,30.025678157806396,30.02371096611023,30.023388147354126,30.02301597595215
34,ER_700_800_0.1_8,57,56,55,55,56,56,58,58,57,58,55,30.37236213684082,30.021854877471924,30.022948026657104,30.091830015182495,30.20207905769348,30.029213905334473,30.40212082862854,30.20823383331299,30.117359161376953,30.02116084098816,30.067836046218872
35,ER_700_800_0.1_24,56,57,57,59,58,60,58,60,58,57,57,30.07793092727661,30.063414096832275,30.03963589668274,30.02810788154602,30.024280071258545,30.024991035461426,30.038513898849487,30.03041696548462,30.0256609916687,30.024022817611694,30.024489164352417
36,ER_700_800_0.1_9,60,58,57,57,58,59,57,59,61,56,58,30.181198835372925,30.393033981323242,30.07454800605774,30.256651163101196,30.031216859817505,30.244050979614258,30.024550914764404,30.04059410095215,30.17374897003174,30.041771173477173,30.04453206062317
37,ER_700_800_0.1_25,54,55,54,54,55,54,57,54,55,55,55,30.020965099334717,30.03508496284485,30.021450996398926,30.033410787582397,30.022742986679077,30.02539896965027,30.028064966201782,30.09080410003662,30.024399995803833,30.112616062164307,30.15900993347168
38,ER_700_800_0.1_0,56,56,55,56,55,58,57,58,57,57,56,30.054555892944336,30.23386001586914,30.358582973480225,30.17553997039795,30.433282136917114,30.501622915267944,30.284058094024658,30.32319688796997,30.13258194923401,30.197974920272827,30.182568073272705
39,ER_700_800_0.1_13,57,55,54,55,56,55,58,58,56,56,56,30.801398992538452,30.137343168258667,30.048156023025513,30.46443819999695,30.19326901435852,30.18873906135559,30.07788395881653,30.054211139678955,30.031453132629395,30.02766180038452,30.251763105392456
40,ER_700_800_0.1_27,55,56,53,53,54,57,54,53,56,55,54,30.028877019882202,30.149354934692383,30.03050208091736,30.02942991256714,30.112562894821167,30.09816288948059,30.25968289375305,30.034744024276733,30.106796979904175,30.05139708518982,30.394503116607666
41,ER_700_800_0.1_18,55,55,55,57,57,55,56,57,58,57,56,30.02220892906189,30.38676905632019,30.17266607284546,30.1136691570282,30.4527530670166,30.760577917099,30.271605014801025,30.440145015716553,30.605359077453613,30.61372399330139,30.12627387046814
42,ER_700_800_0.1_2,56,55,55,55,56,55,57,56,57,56,55,30.800196886062622,30.109315872192383,30.162033796310425,30.39709496498108,30.128682136535645,30.408540964126587,30.223582983016968,30.159630060195923,31.2203209400177,30.445882081985474,30.057113885879517
43,ER_700_800_0.1_11,57,61,56,55,57,56,58,56,60,58,58,30.322842121124268,30.238878965377808,30.103501796722412,30.135594844818115,30.069050073623657,30.15985894203186,30.05598783493042,30.02856206893921,30.037225008010864,30.03560996055603,30.019049167633057
44,ER_700_800_0.1_3,56,56,57,55,57,53,56,56,56,57,58,30.060063123703003,30.01896595954895,30.0636248588562,30.027776956558228,30.023980855941772,30.037283897399902,30.0211341381073,30.033015966415405,30.02466106414795,30.027639865875244,30.02672290802002
45,ER_700_800_0.1_10,54,58,55,55,57,56,55,55,56,54,57,30.028100967407227,30.025341987609863,30.038918018341064,30.171960830688477,30.082608938217163,30.175843954086304,30.02380895614624,30.806080102920532,30.23265290260315,30.03834104537964,30.10263204574585
46,ER_700_800_0.1_26,54,55,56,55,58,57,56,55,57,54,55,30.136718034744263,30.53482699394226,30.205511808395386,30.551367044448853,30.367461919784546,30.031760931015015,30.40329599380493,30.06019687652588,30.39144206047058,30.101261138916016,30.146764039993286
47,ER_700_800_0.1_19,55,56,57,56,58,57,55,58,54,60,58,30.369800090789795,30.161980152130127,30.48027801513672,30.105846881866455,30.08756995201111,31.17648696899414,30.463738918304443,30.275382041931152,30.023767948150635,30.421797037124634,30.029924154281616
48,ER_700_800_0.1_23,55,55,53,56,56,54,56,55,55,54,55,31.57961916923523,30.25977110862732,31.282919883728027,30.20765995979309,30.036586046218872,30.665592908859253,30.341563940048218,30.160234928131104,30.27053689956665,30.263718843460083,30.13156485557556
49,ER_700_800_0.1_15,55,58,57,56,57,58,55,59,59,56,58,30.05790400505066,30.209617853164673,30.047757148742676,30.028773069381714,30.02970600128174,30.02649188041687,30.071601152420044,30.048056840896606,30.03116011619568,30.107553005218506,30.124093055725098
50,ER_700_800_0.1_6,56,56,56,56,55,58,57,56,56,59,56,30.21648097038269,30.29905605316162,30.448023796081543,30.425681114196777,30.30149006843567,30.085803031921387,30.483843088150024,30.026103019714355,30.0210862159729,30.232072830200195,30.248358011245728
51,ER_700_800_0.1_14,54,53,55,54,56,54,57,58,58,56,56,30.07756996154785,30.238919973373413,30.0733380317688,30.486310958862305,30.207998037338257,30.280373096466064,30.18602705001831,30.050458908081055,30.05542492866516,30.06366515159607,30.212857007980347
52,ER_700_800_0.1_7,55,59,58,55,57,57,57,59,58,57,57,30.05350613594055,30.032227039337158,30.029615879058838,30.033967971801758,30.421798944473267,30.096771955490112,30.066792011260986,30.03482699394226,30.099382162094116,30.028123140335083,30.309696912765503
53,ER_700_800_0.1_22,53,54,55,55,55,55,56,54,55,56,54,30.091235876083374,30.26147985458374,30.048080921173096,30.090687036514282,30.21587085723877,30.103052854537964,30.143791913986206,30.078415870666504,30.60904598236084,30.253192901611328,30.209898948669434
54,ER_700_800_0.1_16,56,59,55,57,56,56,58,57,56,59,55,30.1713650226593,30.216882944107056,30.434183835983276,30.139071941375732,31.09450101852417,30.659751892089844,30.235601902008057,30.22845196723938,30.32350206375122,30.119768142700195,30.25497603416443
55,ER_700_800_0.1_29,53,56,56,56,55,57,57,56,58,55,54,30.13510298728943,31.06140112876892,30.13044285774231,30.104408979415894,30.418824911117554,30.149457931518555,30.072543144226074,30.036962032318115,30.2845721244812,30.261883020401,30.190299034118652
56,ER_700_800_0.1_5,58,58,57,55,56,55,57,55,56,55,57,30.095895051956177,30.260462045669556,30.115140914916992,30.415726900100708,30.594708919525146,30.62079405784607,30.408217906951904,30.475491046905518,30.600465059280396,30.144016981124878,30.30657410621643
57,ER_700_800_0.1_20,54,57,56,53,55,55,53,55,53,57,55,30.1994891166687,30.07470393180847,30.61713409423828,30.662554025650024,30.904584884643555,30.34554386138916,30.135276079177856,30.8455970287323,30.65470004081726,30.188446044921875,30.021958112716675
58,ER_700_800_0.1_30,58,58,57,55,55,57,56,56,60,58,55,30.170156955718994,30.06712508201599,30.244067907333374,30.040040016174316,30.49674892425537,30.09941005706787,30.046454906463623,30.026977062225342,30.073448181152344,30.06006908416748,30.05644392967224
59,ER_700_800_0.1_31,55,55,55,54,54,57,56,55,56,56,56,30.03616189956665,30.0370831489563,30.08728003501892,30.14276385307312,30.31140685081482,30.352243900299072,30.231678009033203,30.068406105041504,30.134609937667847,30.514516830444336,30.057199001312256
60,ER_700_800_0.1_21,55,56,58,57,56,58,58,56,56,57,57,30.12878108024597,30.14978003501892,30.47537398338318,30.323827981948853,30.257894039154053,30.215276956558228,30.23663091659546,30.671619176864624,31.052685976028442,30.113586902618408,30.11538004875183
61,ER_700_800_0.1_17,54,56,58,54,56,54,55,56,56,55,56,30.230540990829468,30.162036895751953,30.602243900299072,30.120193004608154,30.487700939178467,30.45134401321411,30.232863903045654,30.128605127334595,30.4495849609375,30.094419956207275,30.571539878845215
62,ER_700_800_0.1_28,55,54,56,56,55,54,55,55,57,58,55,31.691548109054565,30.961425065994263,30.42929482460022,30.145864963531494,30.41295886039734,30.204585075378418,30.286634922027588,30.32503914833069,30.112325191497803,31.216121912002563,30.235585927963257
63,ER_700_800_0.1_4,56,56,56,58,55,58,57,57,57,58,55,30.06013798713684,30.080621004104614,30.165015935897827,30.156785011291504,30.149737119674683,30.068599939346313,30.07096290588379,30.18239688873291,30.13200283050537,30.068593978881836,30.092769861221313
64,ER_700_800_0.15_25,39,41,40,40,40,39,39,39,40,40,40,30.228938102722168,30.05657696723938,30.096709966659546,30.17037796974182,30.075227975845337,30.051750898361206,30.159730911254883,30.14667510986328,30.03753900527954,30.0575749874115,30.155924081802368
65,ER_700_800_0.15_13,40,40,42,41,41,41,42,39,41,41,39,30.08034086227417,30.036421060562134,30.2844660282135,30.2586350440979,30.21707797050476,30.22828698158264,30.291343927383423,30.10582208633423,30.158643007278442,30.31362795829773,30.13190793991089
66,ER_700_800_0.15_4,41,41,41,42,42,40,42,42,42,42,40,30.48307991027832,30.30650281906128,30.11622190475464,30.109274864196777,30.221590042114258,30.15171718597412,30.26945996284485,30.190109968185425,30.227597951889038,30.0986008644104,30.14770197868347
67,ER_700_800_0.15_12,41,40,41,41,41,40,40,41,41,40,40,30.065837144851685,30.18355894088745,30.46561908721924,30.288766145706177,30.030650854110718,30.038416862487793,30.023261070251465,30.328569173812866,30.258892059326172,30.116391897201538,30.457546949386597
68,ER_700_800_0.15_5,40,39,40,40,40,41,43,40,41,41,41,30.095842838287354,30.056679010391235,30.140882968902588,30.085705041885376,30.103616952896118,30.235242128372192,30.073770999908447,30.104219913482666,30.071823120117188,30.37722110748291,30.16845178604126
69,ER_700_800_0.15_24,40,41,41,40,41,40,41,43,40,42,41,30.179054021835327,30.079668045043945,30.08048987388611,30.27720808982849,30.298825979232788,30.14272689819336,30.08216691017151,30.292831897735596,30.249626874923706,30.096091985702515,30.384665966033936
70,ER_700_800_0.15_7,40,39,40,40,40,41,41,41,39,39,39,30.28950595855713,30.226741075515747,30.220699071884155,30.126522064208984,30.229180097579956,30.090891122817993,30.21065402030945,30.119303941726685,30.038475036621094,30.13933491706848,30.366214990615845
71,ER_700_800_0.15_10,39,40,40,42,40,40,40,39,40,42,41,30.136765003204346,30.277875900268555,30.192417860031128,30.121203899383545,30.15359592437744,30.21299982070923,30.0676109790802,30.32129406929016,30.12177300453186,30.16253900527954,30.153720140457153
72,ER_700_800_0.15_26,41,40,40,41,40,41,40,41,40,38,41,30.117768049240112,30.20201301574707,30.33131217956543,30.066956043243408,30.116442918777466,30.333549976348877,30.156548023223877,30.203788995742798,30.211308002471924,30.18171215057373,30.369631052017212
73,ER_700_800_0.15_19,39,40,41,41,42,41,41,41,43,40,40,30.083811044692993,30.339738845825195,30.050338983535767,30.179914951324463,30.176290035247803,30.081629991531372,30.246455907821655,30.17747688293457,30.172133922576904,30.11492085456848,30.04479718208313
74,ER_700_800_0.15_27,41,40,41,41,41,41,40,40,40,39,40,30.16722583770752,30.167217016220093,30.109525203704834,30.137798070907593,30.26097798347473,30.162040948867798,30.121274948120117,30.03791093826294,30.08377480506897,30.035123825073242,30.082381010055542
75,ER_700_800_0.15_18,40,42,42,39,40,41,40,40,42,40,41,30.142502069473267,30.26015591621399,30.17822003364563,30.257436990737915,30.23290705680847,30.21744203567505,30.102207899093628,30.199573040008545,30.056731939315796,30.192585945129395,30.182733058929443
76,ER_700_800_0.15_6,40,39,39,41,39,39,41,39,40,40,42,30.275764226913452,30.035187005996704,30.087337970733643,30.084480047225952,30.180050134658813,30.043522834777832,30.049071073532104,30.02643394470215,30.059004068374634,30.038509845733643,30.185063123703003
77,ER_700_800_0.15_11,42,43,42,41,42,41,40,41,42,40,40,30.061562061309814,30.148526906967163,30.38718008995056,30.232441902160645,30.143630981445312,30.05251407623291,30.049940824508667,30.061872959136963,30.040284872055054,30.05257797241211,30.078886032104492
78,ER_700_800_0.15_3,40,40,40,41,40,41,40,40,40,40,40,30.106157064437866,30.033921003341675,30.107167959213257,30.058320999145508,30.17809295654297,30.316150903701782,30.41720199584961,30.079499006271362,30.098544120788574,30.19653820991516,30.230648040771484
79,ER_700_800_0.15_14,41,42,40,42,39,40,40,40,40,40,41,30.141980171203613,30.054237127304077,30.205623149871826,30.061563968658447,30.099969148635864,30.15238904953003,30.11430788040161,30.161046028137207,30.17846918106079,30.04741096496582,30.110123872756958
80,ER_700_800_0.15_22,40,43,40,39,41,40,39,40,42,41,40,30.096461057662964,30.373943090438843,30.20152497291565,30.202359914779663,30.087270975112915,30.107512950897217,30.120485067367554,30.088369131088257,30.125060081481934,30.088873863220215,30.09704089164734
81,ER_700_800_0.15_23,40,40,40,44,40,40,40,41,41,41,40,30.098572969436646,30.28869390487671,30.2030131816864,30.09172296524048,30.068150997161865,30.15840196609497,30.130738019943237,30.163666009902954,30.040990114212036,30.104613065719604,30.120280027389526
82,ER_700_800_0.15_2,41,41,40,40,41,40,41,41,42,41,39,30.17837119102478,30.360086917877197,30.361525058746338,30.255605936050415,30.07760000228882,30.150681972503662,30.34445095062256,30.116571187973022,30.040568113327026,30.06175994873047,30.13360095024109
