,Dataset Name,"Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.7 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.7 Solution Time"
46,ER_700_800_0.1_26,53,30.030940055847168
47,ER_700_800_0.1_19,51,30.058406114578247
48,ER_700_800_0.1_23,56,30.196431875228882
49,ER_700_800_0.1_15,56,30.035292863845825
50,ER_700_800_0.1_6,54,30.030651807785034
51,ER_700_800_0.1_14,53,30.074447870254517
52,ER_700_800_0.1_7,54,30.005580186843872
53,ER_700_800_0.1_22,54,30.00631284713745
54,ER_700_800_0.1_16,57,30.017820835113525
55,ER_700_800_0.1_29,54,30.30286693572998
56,ER_700_800_0.1_5,56,30.120805025100708
57,ER_700_800_0.1_20,54,30.052814960479736
58,ER_700_800_0.1_30,54,30.31727409362793
59,ER_700_800_0.1_31,55,30.05279803276062
60,ER_700_800_0.1_21,54,30.066722869873047
61,ER_700_800_0.1_17,55,30.02757716178894
62,ER_700_800_0.1_28,57,30.055295944213867
63,ER_700_800_0.1_4,54,30.00524091720581
64,ER_700_800_0.15_25,39,30.003175020217896
65,ER_700_800_0.15_13,41,30.00815200805664
66,ER_700_800_0.15_4,40,30.158570051193237
67,ER_700_800_0.15_12,40,30.00790786743164
68,ER_700_800_0.15_5,38,30.00895404815674
69,ER_700_800_0.15_24,38,30.01013493537903
70,ER_700_800_0.15_7,40,30.008338928222656
71,ER_700_800_0.15_10,38,30.014291048049927
72,ER_700_800_0.15_26,39,30.00784397125244
73,ER_700_800_0.15_19,39,30.277922868728638
74,ER_700_800_0.15_27,38,30.011052131652832
75,ER_700_800_0.15_18,41,30.007640838623047
76,ER_700_800_0.15_6,39,30.005962133407593
77,ER_700_800_0.15_11,41,30.15228009223938
78,ER_700_800_0.15_3,39,30.00428795814514
79,ER_700_800_0.15_14,39,30.011340141296387
80,ER_700_800_0.15_22,40,30.008037090301514
81,ER_700_800_0.15_23,39,30.009336948394775
82,ER_700_800_0.15_2,39,30.43681001663208
83,ER_700_800_0.15_15,39,30.00957679748535
84,ER_700_800_0.15_9,39,30.00330901145935
85,ER_700_800_0.15_21,39,30.01650595664978
86,ER_700_800_0.15_31,40,30.183713912963867
87,ER_700_800_0.15_17,40,30.013782024383545
88,ER_700_800_0.15_0,39,30.005584955215454
89,ER_700_800_0.15_28,40,30.008798122406006
90,ER_700_800_0.15_16,41,30.005003929138184
91,ER_700_800_0.15_1,38,30.20870804786682
92,ER_700_800_0.15_29,38,30.576915979385376
93,ER_700_800_0.15_8,37,30.01117205619812
94,ER_700_800_0.15_30,39,30.48708200454712
95,ER_700_800_0.15_20,40,30.551601886749268
96,ER_700_800_0.2_31,32,30.02596402168274
97,ER_700_800_0.2_21,31,30.266780853271484
98,ER_700_800_0.2_5,31,30.417700052261353
99,ER_700_800_0.2_28,30,30.202539920806885
100,ER_700_800_0.2_17,29,30.450187921524048
101,ER_700_800_0.2_29,30,30.021444082260132
102,ER_700_800_0.2_16,30,30.029124975204468
103,ER_700_800_0.2_20,32,30.341003894805908
104,ER_700_800_0.2_30,30,30.24694299697876
105,ER_700_800_0.2_4,31,30.026927947998047
106,ER_700_800_0.2_14,31,30.019538164138794
107,ER_700_800_0.2_6,31,30.34782910346985
108,ER_700_800_0.2_22,31,30.379645109176636
109,ER_700_800_0.2_7,29,30.018292903900146
110,ER_700_800_0.2_23,31,30.02636480331421
111,ER_700_800_0.2_15,32,30.551970958709717
112,ER_700_800_0.2_10,31,30.41973900794983
113,ER_700_800_0.2_19,30,30.21446704864502
114,ER_700_800_0.2_26,29,30.174139976501465
115,ER_700_800_0.2_2,31,30.017627954483032
116,ER_700_800_0.2_18,31,30.017993927001953
117,ER_700_800_0.2_27,29,30.809964895248413
118,ER_700_800_0.2_3,30,30.02512502670288
119,ER_700_800_0.2_11,31,30.00404191017151
120,ER_700_800_0.2_1,31,30.0196270942688
121,ER_700_800_0.2_25,32,30.01682186126709
122,ER_700_800_0.2_13,29,30.02451181411743
123,ER_700_800_0.2_8,30,30.024981021881104
124,ER_700_800_0.2_12,30,30.443819999694824
125,ER_700_800_0.2_9,29,30.301079034805298
126,ER_700_800_0.2_0,29,30.272584915161133
127,ER_700_800_0.2_24,30,30.36867094039917
